"package1id","projectidentifier","itemnumber","actualawarddate","actualevaluationcompletiondate","actual_onsite","actualrfqclosingdate","actualrfqissuedate","actualsowdate","awardvalue","awardvalue_base","bopsite","budgetamount","budgetamount_base","budgetawarddifference","buybackresaletarget","contractexecuted","engineeringcontactid","engineeringcontactname","exchangerate","importsequencenumber","indigenousparticipation","indigenous_award","indigenous_award_base","leadtimeclosingtoevaluationdays","leadtimeevaluationtoawarddays","leadtimerfqissuetoclosingdays","leadtimesowtorfqissuedays","mplcode","ontarioapplicable","ontario_award","ontario_award_base","operationspackagebundle","operationspackageleadid","opspackageleadname","originalplannedawarddate","originalplannedevaluationcompleti","originalplannedrfqclosingdate","originalplannedrfqissuedate","originalplannedsowdate","plannedawarddate","packagedescription","packageidentifier","packagetype","purchaseordernumber","prerequisitedesigndeliverable","procpackageleadname","procurementpackageleadid","qualityoversightcontactid","qualityprogram","requiredatsitedate","revisedplannedawarddate","revisedplannedevaluationcompletio","revisedplannedrfqclosingdate","revisedplannedrfqissuedate","revisedplannedsowdate","standardleadtimemonths","statuscode","sole_source","statecode","subcontractorname","timezoneruleversionnumber","contracttype","utcconversiontimezonecode","versionnumber","transactioncurrencyid","owningbusinessunit","ras_original_input","Modified","packagefolderurl","comments"
"7a5adfc2-b95a-4be7-bea7-8ccd870829cd","A02180","-",,,,,,,,,"NI",,,,,"No",,,,,,,,"30","30","30","15","U31",,,,"NI","Tanzeel Ahmed","Tanzeel Ahmed","7/8/2025","6/8/2025","5/9/2025","4/9/2025","3/25/2025",,"Elevator Radwaste Bldg Service","1128d1fb-c40e-4486-8729-6c4a29eff804",,,"No","Chris Saliba","Chris Saliba",,,"8/8/2025","7/8/2025","6/8/2025","5/9/2025","4/9/2025","3/25/2025","30",,"No",,,,"Cancelled",,,,,"8/8/2025","5/21/2026 2:53 PM",,
"bbf0dd27-d6c3-4315-8c17-dbdc5d0c63f8","A02180","-",,,,,,,,,"NI",,,,,"No",,,,,,,,"30","30","30","15","U31",,,,"NI","Tanzeel Ahmed","Tanzeel Ahmed","7/11/2026","6/11/2026","5/12/2026","4/12/2026","3/28/2026",,"Elevator Reactor Bldg Service","a5da2b74-335e-4df0-99c6-004dd3886ab4",,,"No","Chris Saliba","Chris Saliba",,,"8/11/2026","7/11/2026","6/11/2026","5/12/2026","4/12/2026","3/28/2026","30",,"No",,,,"Cancelled",,,,,"8/11/2026","5/21/2026 2:53 PM",,
"5adf2195-4629-45f9-b1e4-31a047c9d4ce","A02180","-",,,,,,,,,"CI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,"NI","Aran Fox","Aran Fox",,,,,,,"Engineered Lifting Calculations/Plans (Critial)","75c30df3-b2e7-499f-910a-978d4c729431",,,"No","Mahendra Don","Mahendra Don",,"ISO 9001:2015",,,,,,,"30",,"No",,,,"Design Services",,,,,,"5/21/2026 2:53 PM",,
"986ab95e-5311-4371-88fc-6ae291af3f81","A02180","64.2","8/27/2024","8/8/2024",,"8/7/2024","6/24/2024","6/12/2024","45,121.5",,"SE","50,929",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","45,121.5",,"Technical","Lohit Ganrireddy","Lohit Ganrireddy","1/1/2025","12/2/2024","11/2/2024","10/3/2024","9/18/2024",,"HM Frames & Door ( Fab Shop)","7e67dfc1-b404-4db9-bcc6-2a4709948813","Plant Equipment","4500649533","No","Meesam Rasool","Meesam Rasool",,"Best Commercial","2/1/2025","1/1/2025","12/2/2024","11/2/2024","10/3/2024","9/18/2024","30",,"No",,"All Pro Doors",,"Construction Subcontract",,,,,"2/1/2025","5/21/2026 2:53 PM",,"Sub is reviewing T&C"
"858ca3eb-2cf0-471c-b47e-c3dcd137d27f","A02180","282",,,,,,,,,"SE","639,807",,,,"No",,,,,,,,"30","30","30","15","0",,,,"SE/Buildings","Frank Gou","Frank Gou","7/20/2026","6/20/2026","5/21/2026","4/21/2026","4/6/2026",,"Misc. Metal Interior - Security Bld","49195f74-3843-46e9-8c28-a57f5de91378",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","8/20/2026","7/20/2026","6/20/2026","5/21/2026","4/21/2026","4/6/2026","30",,"No",,,,"Construction Subcontract",,,,,"8/20/2026","5/21/2026 2:53 PM",,
"f9145e54-7b1b-4e8f-a525-3d975497f380","A02180","283",,,,,,,,,"SE","690,893",,,,"No",,,,,,,,"30","30","30","15",,,,,"SE/Buildings","Frank Gou","Frank Gou","10/28/2026","9/28/2026","8/29/2026","7/30/2026","7/15/2026",,"Misc. Metal Security Bollards - Security Bld","ab61846f-877b-4075-b442-30e45fbf5e5c",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","11/27/2026","10/28/2026","9/28/2026","8/29/2026","7/30/2026","7/15/2026","30",,"No",,,,"Construction Subcontract",,,,,"8/20/2026","7/16/2026 9:15 AM",,
"981cfa23-4092-4206-a193-d718e47b6350","A02180","292",,,,,,,,,"SE","183,390",,,,"No",,,,,,,,"30","30","30","15",,,,,"SE/Buildings","Frank Gou","Frank Gou","10/21/2026","9/21/2026","8/22/2026","7/23/2026","7/8/2026",,"Semi Rigid Installation - Security Bld","b6aaf6b6-fe2f-46e5-b3cd-72e8cb166f84",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","11/20/2026","10/21/2026","9/21/2026","8/22/2026","7/23/2026","7/8/2026","30",,"No",,,,"Construction Subcontract",,,,,"8/20/2026","7/16/2026 9:16 AM",,
"30a4c63e-894e-450c-9d36-8bb4d5d2eb2c","A02180","118",,,,,,,,,"NI",,,,,"No",,,,,,,,"30","30","30","15","U50",,,,"NI","Aran Fox","Aran Fox",,,,,,,"Equipment and Floor Drain System Sumps","f426467a-b45d-4cce-83b9-4165b7d1c383",,,"No","Quinn McLafferty","Quinn McLafferty",,"Best Commercial",,,,,,,"30",,"No",,,,"Cancelled",,,,,,"5/21/2026 2:53 PM",,
"2b325b9c-568f-464b-b5dc-36c8717f86d6","A02180","122",,,,,,,,,"NI",,,,,"No",,,,,,,,"30","30","30","15","U50",,,,"NI","Tanzeel Ahmed","Tanzeel Ahmed",,,,,,,"Equipment and Floor Drain System Sumps","cc09470a-facc-481c-aa51-99c052c9ae55","Plant Equipment",,"No","Mahendra Don","Mahendra Don",,"Best Commercial",,,,,,,"30",,"No",,,,"Commodities Agreement",,,,,,"5/21/2026 2:53 PM",,
"3792dfa8-ca88-4ea6-87b4-1d182fb7476c","A02180","112","10/30/2024","10/28/2024",,"10/25/2024","10/22/2024","10/21/2024","21,310",,"CCW","21,310",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","21,310",,"CCW/Tunnel","Nicolas Granjon","Nicolas Granjon","10/1/2024","9/1/2024","8/2/2024","7/3/2024","6/18/2024",,"Engineering Assessment of the Dolphin","52522fa5-1d97-4cf1-ba36-98a574ac5b7d","Subcontractors","4500660379","No","Valentina Kukharchuk","Valentina Kukharchuk",,"Best Commercial","11/1/2024","10/1/2024","9/1/2024","8/2/2024","7/3/2024","6/18/2024","30",,"No",,"CIMA",,"Consulting Agreement",,,,,"11/1/2024","5/21/2026 2:53 PM",,
"1ca0d3ee-2e3d-4d9e-a1c1-298d379179da","A02180","84","7/3/2024","7/4/2024",,"5/23/2024","5/23/2024","5/15/2024","988,474.88",,"SE","988,474.88",,,,"Yes",,,,,"Yes","988,474.88",,"30","30","30","15","0","Yes","988,474.88",,"SE/Site","Peter Lindsay","Peter Lindsay","5/1/2024","4/1/2024","3/2/2024","2/1/2024","1/17/2024",,"Heavy Civil Equipment","9801ef39-d5a7-4007-a645-dc64deac1303","Construction Equipment","4700125844","Yes","Diogo Mello","Diogo Mello",,"Best Commercial","6/1/2024","5/1/2024","4/1/2024","3/2/2024","2/1/2024","1/17/2024","30",,"No",,"A6N",,"Construction Subcontract",,,,,"6/1/2024","5/21/2026 2:53 PM",,
"d5a45a4a-0734-46cf-b96f-a6e4f1fe30bf","A02180","-",,,,,,,,,"CI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,,,,,,,,,,"Excavation with Drill and Blast as needed","ddfb8ba2-9128-43b1-8c26-691c46dedfba",,,"No",,"0",,"Best Commercial",,,,,,,"30",,"No",,,,"Construction Subcontract",,,,,,"5/21/2026 2:53 PM",,
"0b4d3b7d-2cd5-4d4a-80cc-743fcd726cc7","A02180","-",,,,,,,,,"CCW",,,,,"No",,,,,,,,"30","30","30","15","0",,,,"CCW/Tunnel","Nicolas Granjon","Nicolas Granjon","3/1/2025","1/30/2025","12/31/2024","12/1/2024","11/16/2024",,"Epoxy grout","a964beb4-cdfb-458d-b786-02f40037ee05",,,"No","Valentina Kukharchuk","Valentina Kukharchuk",,"Best Commercial","4/1/2025","3/1/2025","1/30/2025","12/31/2024","12/1/2024","11/16/2024","30",,"No",,,,"Cancelled",,,,,"4/1/2025","5/21/2026 2:53 PM",,
"bf65a193-ae23-4061-bbe1-fd651c5485f4","A02180","-","5/9/2024","5/7/2024",,"5/7/2024","5/7/2024","5/7/2024","40,480",,"CCW","43,480",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","40,480",,"CCW/Tunnel","Nicolas Granjon","Nicolas Granjon","11/1/2024","10/2/2024","9/2/2024","8/3/2024","7/19/2024",,"Hyperbaric Subcontract Planning","916322e1-23b1-430b-85dd-77fe738439d7","Subcontractors","4500632193","Yes","Diogo Mello","Diogo Mello",,"Best Commercial","12/1/2024","11/1/2024","10/2/2024","9/2/2024","8/3/2024","7/19/2024","30",,"No",,"ASI Group Ltd",,"Standard Purchase Order",,,,,"12/1/2024","5/21/2026 2:53 PM",,
"dcc18db0-724c-48c2-8a33-f764110cb1cc","A02180","200",,,,,,,,,"CCW",,,,,"No",,,,,,,,"30","30","30","15","0",,,,"SE/Buildings","Frank Gou","Frank Gou",,,,,,,"Fabricate of Self-Propelled System","90fd4266-a0d3-4813-844c-735d90a8844c",,,"Yes","Mahendra Don","Mahendra Don",,"Best Commercial",,,,,,,"30",,"No",,,,"Engineered Equipment",,,,,,"5/21/2026 2:53 PM",,
"358be34c-a08a-4f8f-b354-b78f22b98fc8","A02180","-",,,,,,,,,"CCW",,,,,"No",,,,,,,,"30","30","30","15","0",,,,"CCW/Tunnel","Ernesto Martinez","Ernesto Martinez","11/1/2025","10/2/2025","9/2/2025","8/3/2025","7/19/2025",,"EWP for TBM assembly","125a77e2-f094-4e5d-aa1b-ac29bb373e7e","Construction Equipment",,"No","Valentina Kukharchuk","Valentina Kukharchuk",,"Best Commercial","12/1/2025","11/1/2025","10/2/2025","9/2/2025","8/3/2025","7/19/2025","30",,"No",,,,"Cancelled",,,,,"12/1/2025","5/21/2026 2:53 PM",,
"abea620d-e1c5-4ba7-a270-3d6ebd8f3bf7","A02180","-","5/9/2024","5/7/2024",,"5/7/2024","5/7/2024","5/7/2024","3,390",,"CCW","19,742",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","3,390",,"CCW/Tunnel","Nicolas Granjon","Nicolas Granjon","11/1/2024","10/2/2024","9/2/2024","8/3/2024","7/19/2024",,"Nuclear Licence For Densimeter Import and Use","31b20e0b-3384-48eb-a617-8bc941cabfa5","Subcontractors","4500632095","Yes","Diogo Mello","Diogo Mello",,"Best Commercial","12/1/2024","11/1/2024","10/2/2024","9/2/2024","8/3/2024","7/19/2024","30",,"No",,"Stuart Hunt and Associates Ltd",,"Standard Purchase Order",,,,,"12/1/2024","5/21/2026 2:53 PM",,
"0ce35252-257e-496a-83b1-4817cce6036c","A02180","-",,,,,,,,,"CI",,,,,"No",,,,,,,,"30","30","30","15","1",,,,"CI","Shawn Brown","Shawn Brown",,,,,,,"Fibre Optic Cable Pulls","a1cb1442-b5ae-4b97-8a1c-cc264e77b173",,,"No","Ziba Sattari","Ziba Sattari",,"Best Commercial",,,,,,,"30",,"No",,,,"Construction Subcontract",,,,,,"5/21/2026 2:53 PM",,
"b06f94d8-efb3-43ad-a4b7-a12996ee220b","A02180","72","5/27/2024","5/20/2024",,"5/3/2024","5/3/2024","5/3/2024","22,641,855.75",,"CCW","22,266,199",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","22,641,855.75",,"CCW/Shaft","Eduardo Iglesias","Eduardo Iglesias","4/22/2025","3/23/2025","2/21/2025","1/22/2025","1/7/2025",,"Maritime Works Material","ddc75312-c471-42ba-9177-9dcf4598aaeb","Subcontractors","4700124020","No","Diogo Mello","Diogo Mello",,"Best Commercial","5/22/2025","4/22/2025","3/23/2025","2/21/2025","1/22/2025","1/7/2025","30",,"No",,"Dean",,"Construction Subcontract",,,,,"5/22/2025","5/21/2026 2:53 PM",,
"dcd8b196-a3df-4219-b9cd-07eba308b6dc","A02180","278",,"7/14/2026",,"6/8/2026","5/6/2026","4/24/2026",,,"SE","544,202",,,,"No",,,,,,,,"30","30","30","15",,,,,"SE/Buildings","Frank Gou","Frank Gou","8/4/2026","7/5/2026","6/5/2026","5/6/2026","4/24/2026",,"Single Ply EPDM Roof - Security Bld","9cf28e79-8384-421d-9967-c907c40db60b",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","9/4/2026","8/13/2026","7/14/2026","6/8/2026","5/6/2026","4/24/2026","30",,"No",,,,"Construction Subcontract",,,,,"8/20/2026","7/15/2026 12:05 PM",,
"6f61db1d-6129-4ead-b6ca-d98451a446d8","A02180","59","9/10/2024","8/9/2024",,"4/19/2024","4/12/2024","4/12/2024","671,918",,"CCW-NI","671,918",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","671,918",,"CCW/Shaft","Eduardo Iglesias","Eduardo Iglesias","8/2/2024","7/3/2024","6/3/2024","5/4/2024","4/19/2024",,"Scaffolding / Stair Tower [frame stair tower] - Design, Supply & Install","86d854d0-2205-4d24-91bf-5e3b4a303d80","Subcontractors","4700130335","No","Diogo Mello","Diogo Mello",,"Best Commercial","9/2/2024","8/2/2024","7/3/2024","6/3/2024","5/4/2024","4/19/2024","30",,"No",,"Aluma",,"Construction Subcontract",,,,,"9/2/2024","5/21/2026 2:53 PM",,
"b44468fd-b091-47e6-9d96-b533e61fc799","A02180","58","7/16/2024","7/12/2024",,"5/1/2024","4/12/2024","4/12/2024","999,560",,"CCW","1,113,000",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","999,560",,"CCW/Tunnel","Ernesto Martinez","Ernesto Martinez","5/1/2025","4/1/2025","3/2/2025","1/31/2025","1/16/2025",,"TBM assembly crane and SPMT","f31d59be-47c3-442a-b97c-de39a8bdaf74","Construction Equipment","4700126393","No","Diogo Mello","Diogo Mello",,"Best Commercial","6/1/2025","5/1/2025","4/1/2025","3/2/2025","1/31/2025","1/16/2025","30",,"No",,"Sarens Canada",,"Construction Subcontract",,,,,"6/1/2025","5/21/2026 2:53 PM",,
"765ce369-abe5-4edf-ab66-ac5df00eb8f7","A02180","265",,,,,,"7/13/2026",,,"SE","5,000,433",,,,"No",,,,,,,,"30","30","30","15",,,,,"SE/Buildings","George Kelly","George Kelly","9/18/2026","8/19/2026","7/20/2026","6/20/2026","6/5/2026",,"Fencing GC","da632143-96e4-491c-81de-30925b2294fd",,,"No","Diogo Mello","Diogo Mello",,"Best Commercial","10/18/2026","10/26/2026","9/26/2026","8/27/2026","7/28/2026","7/13/2026","30",,"No",,,,"Construction Subcontract",,,,,"10/18/2026","7/15/2026 11:58 AM",,
"d4e56a8c-63a5-4370-a141-81fe05abfd7f","A02180","43","7/30/2024","7/26/2024",,"4/18/2024","4/11/2024","4/8/2024","694,018.93",,"CCW-NI","894,651",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","694,018.93",,"CCW/Shaft","Ian Butt","Ian Butt","7/5/2024","6/5/2024","5/6/2024","4/6/2024","3/22/2024",,"GIMP","b2870eb6-020c-4dbe-886a-faf364525d10","Subcontractors","4700127405","No","Diogo Mello","Diogo Mello",,"Best Commercial","8/5/2024","7/5/2024","6/5/2024","5/6/2024","4/6/2024","3/22/2024","30",,"No",,"EXP",,"Construction Subcontract",,,,,"8/5/2024","5/21/2026 2:53 PM",,
"70522064-8121-4cb9-82ef-e25c043063c4","A02180","90","7/22/2024","7/22/2024",,"5/16/2024","4/16/2024","4/1/2024","821,487.15",,"SE","150,000",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","821,487.15",,"SE/Site","Peter Lindsay","Peter Lindsay","6/1/2024","5/2/2024","4/2/2024","3/3/2024","2/17/2024",,"Security Contractor","2b987e6b-c432-4f9a-bfc1-b860412f1d4b","Subcontractors","4700126726","No","Diogo Mello","Diogo Mello",,"Best Commercial","7/1/2024","6/1/2024","5/2/2024","4/2/2024","3/3/2024","2/17/2024","30",,"No",,"Securitas",,"Construction Subcontract",,,,,"7/1/2024","5/21/2026 2:53 PM",,
"d79c32b8-0b8f-40ec-9c25-e608d5c56585","A02180","-","5/31/2024","5/15/2024",,"5/1/2024","4/15/2024","4/1/2024","49,756.53",,"CCW-NI","49,756.53",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","49,756.53",,"Technical","Rania Wardh","Rania Wardh","5/20/2024","4/20/2024","3/21/2024","2/20/2024","2/5/2024",,"Safety Deck Material","c466a867-fefe-4573-b8be-ab744d8f0ab0","Supplies (Construction Materials)","4200017327","Yes","Meesam Rasool","Meesam Rasool",,"Best Commercial","6/20/2024","5/20/2024","4/20/2024","3/21/2024","2/20/2024","2/5/2024","30",,"No",,"Doka",,"Standard Purchase Order",,,,,"6/20/2024","5/21/2026 2:53 PM",,"weston forest and scott forest are not complying"
"03c53cf7-57b0-4b99-9574-7867d9be91d3","A02180","285",,,,"7/30/2026","7/14/2026","7/3/2026",,,"SE","314,585",,,,"No",,,,,,,,"30","30","30","15",,,,,"SE/Buildings","Frank Gou","Frank Gou","9/18/2026","8/19/2026","7/20/2026","6/20/2026","6/5/2026",,"Aluminum Doors and Glazing - Security Bld","19cdc888-8019-45c6-bb8d-4de824024093",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","10/18/2026","10/16/2026","9/16/2026","7/30/2026","7/14/2026","7/3/2026","30",,"No",,,,"Construction Subcontract",,,,,"10/18/2026","7/15/2026 11:59 AM",,
"9ba1b399-bebb-4ac1-9d7b-b2a93da14229","A02180","286",,,,,,,,,"SE","510,675",,,,"No",,,,,,,,"30","30","30","15","0",,,,"SE/Buildings","Frank Gou","Frank Gou","9/18/2026","8/19/2026","7/20/2026","6/20/2026","6/5/2026",,"Ceramic & Porcelain Tile & Carpet & FRP Panel- Security Bld","eb23e975-5b4a-4414-b93f-25bd8a2a5bab",,,"No","Meesam Rasool","Meesam Rasool",,"Best Commercial","10/18/2026","9/18/2026","8/19/2026","7/20/2026","6/20/2026","6/5/2026","30",,"No",,,,"Construction Subcontract",,,,,"10/18/2026","5/21/2026 2:53 PM",,
"199a4178-ae10-4c8e-8aea-0c66bf429891","A02180","-","7/19/2024","7/19/2024",,"4/1/2024","3/21/2024","3/20/2024","6,554",,"SE","6,554",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","6,554",,"CCW/Shaft","Eduardo Iglesias","Eduardo Iglesias","6/30/2024","5/31/2024","5/1/2024","4/1/2024","3/17/2024",,"Concrete Structure Design for Mucking System","b524bae9-12e5-431b-83c0-1f9655b17830","Subcontractors","4500643576","Yes","Diogo Mello","Diogo Mello",,"Best Commercial","7/30/2024","6/30/2024","5/31/2024","5/1/2024","4/1/2024","3/17/2024","30",,"No",,"Subeseng",,"Standard Purchase Order",,,,,"7/30/2024","5/21/2026 2:53 PM",,"Waiting for second design . Eduardo to follow up. First design in place"
"8c86c5f7-d3d5-4884-9c08-97f8962f450b","A02180","-",,,,,,"3/19/2024",,,"CCW",,,,,"No",,,,,,,,"30","30","30","15","0",,,,"EHS","Chris Padgett","Chris Padgett","7/1/2024","6/1/2024","5/2/2024","4/2/2024","3/18/2024",,"Soil Sample and Analysis","2bcf2ec2-2c7e-4249-8d75-207faeb868b7",,,"Yes","Meesam Rasool","Meesam Rasool",,"Best Commercial","8/1/2024","7/1/2024","6/1/2024","5/2/2024","4/2/2024","3/18/2024","30",,"No",,,,"On Hold",,,,,"8/1/2024","5/21/2026 2:53 PM",,
"39782d11-6ada-4186-8315-b2d2df744963","A02180","52","6/25/2024","6/25/2024",,"4/20/2024","3/21/2024","3/13/2024","98,000",,"CCW","120,000",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","98,000",,"EHS","Chris Padgett","Chris Padgett","5/1/2024","4/1/2024","3/2/2024","2/1/2024","1/17/2024",,"Environmental Qualified Profissional","b7b85d1b-e8b6-4de2-a7ab-2672bcd158c0","Subcontractors","4700124940","No","Meesam Rasool","Meesam Rasool",,"Best Commercial","6/1/2024","5/1/2024","4/1/2024","3/2/2024","2/1/2024","1/17/2024","30",,"No",,"XS Soil Solution Inc",,"Consulting Agreement",,,,,"6/1/2024","5/21/2026 2:53 PM",,
"035d4324-745d-4544-b805-ebdb2daec441","A02180","48","3/21/2024","3/28/2024",,"3/28/2024","3/28/2024","3/13/2024","20,000",,"CCW","20,000",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","20,000",,"EHS","Sanjeet Dadhwal","Sanjeet Dadhwal","5/1/2024","4/1/2024","3/2/2024","2/1/2024","1/17/2024",,"Soil Tracking App","a974f104-82c7-45e2-9aba-5ca9e0e3f1b7","Subcontractors","4500624727","No","Meesam Rasool","Meesam Rasool",,"Best Commercial","6/1/2024","5/1/2024","4/1/2024","3/2/2024","2/1/2024","1/17/2024","30",,"No",,"Soilflo",,"Standard Purchase Order",,,,,"6/1/2024","5/21/2026 2:53 PM",,
"27c2d23e-974c-494e-b0d8-89f5f296e973","A02180","35","9/27/2024","6/28/2024",,"3/28/2024","3/15/2024","3/12/2024","20,064,876.22",,"CCW","22,777,640.36",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","20,064,876.22",,"CCW/Tunnel","Nicolas Granjon","Nicolas Granjon","7/1/2024","6/1/2024","5/2/2024","4/2/2024","3/18/2024",,"Procurement PCTLs","c3ce8a21-ada3-4d1c-b47e-fb731416c4b6","Materials (Commodities)","4300006363","No","Diogo Mello","Diogo Mello",,"Best Commercial","8/1/2024","7/1/2024","6/1/2024","5/2/2024","4/2/2024","3/18/2024","30",,"No",,"CSI-FORTERA",,"Commodities Agreement",,,,,"8/1/2024","5/21/2026 2:53 PM",,"LONG LEAD TIME - 12 MONTH"
"48136ade-5ea6-419b-bce3-98fb6eabe289","A02180","PO_28",,"3/14/2024",,"3/13/2024","3/7/2024","3/6/2024",,,"CCW",,,,,"No",,,,,,,,"30","30","30","15","0",,,,"CCW/Tunnel","Nicolas Granjon","Nicolas Granjon","5/1/2024","4/1/2024","3/2/2024","2/1/2024","1/17/2024",,"Water Tank 30m3","17d4e5dd-2f5c-4143-9903-4f2efce14662",,,"No","Diogo Mello","Diogo Mello",,"Best Commercial","6/1/2024","5/1/2024","4/1/2024","3/2/2024","2/1/2024","1/17/2024","30",,"No",,,,"Cancelled",,,,,"6/1/2024","5/21/2026 2:53 PM",,
"1c0fa172-5a90-4fc4-81c4-9c59d990f83a","A02180","57","4/23/2024","3/27/2024",,"3/11/2024","3/7/2024","3/3/2024","122,000",,"CCW-NI","151,287",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","122,000",,"CCW/Shaft","Eduardo Iglesias","Eduardo Iglesias","6/1/2024","5/2/2024","4/2/2024","3/3/2024","2/17/2024",,"Mucking System (fabrication)","fb01bb34-dd49-4169-8a86-d7489d143cfa","Construction Equipment","4500626276","Yes","Diogo Mello","Diogo Mello",,"Best Commercial","7/1/2024","6/1/2024","5/2/2024","4/2/2024","3/3/2024","2/17/2024","30",,"No",,"Western Mechanical Electrical Millwright Services",,"Standard Purchase Order",,,,,"7/1/2024","5/21/2026 2:53 PM",,
"26b85e7f-ce27-4e5d-a67d-9d7448c9316e","A02180","47","3/8/2024","3/5/2024",,"3/4/2024","3/4/2024","3/1/2024","9,271,715",,"CCW","9,271,715",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","9,271,715",,"General","Xavier Nettancourt","Xavier Nettancourt","2/9/2024","1/10/2024","12/11/2023","11/11/2023","10/27/2023","4/11/2024","Bathtub","46e00a0d-f012-4ca1-9820-803a4f5c7118","Subcontractors","4700121391","No","Dan Martin","Dan Martin",,"ISO 9001:2015","3/9/2024","2/9/2024","1/10/2024","12/11/2023","11/11/2023","10/27/2023","30",,"No",,"ES Fox",,"Construction Subcontract",,,,,"3/9/2024","5/21/2026 2:53 PM",,
"ea56859f-94da-439e-81e1-2ab00386adf3","A02180","56","6/11/2024","5/30/2024",,"5/21/2024","5/13/2024","3/1/2024","80,218",,"CCW","80,218",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","80,218",,"Concrete","Mahmoud Al-Fayez","Mahmoud Al-Fayez","6/15/2024","5/16/2024","4/16/2024","3/17/2024","3/2/2024",,"CAP Beam & Inner Ring Rebar (Supply and Installation)","27b78c3e-4961-4241-a57b-01ac85e20506","Subcontractors","4700122956","No","Diogo Mello","Diogo Mello",,"Best Commercial","7/15/2024","6/15/2024","5/16/2024","4/16/2024","3/17/2024","3/2/2024","30",,"No",,"Mansteel",,"Construction Subcontract",,,,,"7/15/2024","5/21/2026 2:53 PM",,
"97d48807-0897-4d2d-bd02-7774dcb576a5","A02180","12","6/11/2024","4/30/2024",,"4/1/2024","3/1/2024","3/1/2024","91,200",,"SE","91,200",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","91,200",,"SE/Site","Jot Jakher","Jot Jakher","5/1/2024","4/1/2024","3/2/2024","2/1/2024","1/17/2024",,"Access Control Cameras","c024b6f2-cba0-454b-85ee-1064c4e29ed5","Subcontractors","4200017380","No","Diogo Mello","Diogo Mello",,"Best Commercial","6/1/2024","5/1/2024","4/1/2024","3/2/2024","2/1/2024","1/17/2024","30",,"No",,"Live Patrol",,"Standard Purchase Order",,,,,"6/1/2024","5/21/2026 2:53 PM",,
"099d4dfd-9b8d-4a61-995b-e14ce230ee51","A02180","21","3/19/2024","3/15/2024",,"3/15/2024","2/20/2024","2/13/2024","165,563",,"CCW-NI","165,563",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","165,563",,"CCW/Shaft","Ian Butt","Ian Butt","4/1/2024","3/2/2024","2/1/2024","1/2/2024","12/18/2023",,"Drill & Blast - Monitoring Consultant","9a244811-11cc-47d4-9079-85c49d6a1981","Subcontractors","4700120027","No","Dan Martin","Dan Martin",,"Best Commercial","5/1/2024","4/1/2024","3/2/2024","2/1/2024","1/2/2024","12/18/2023","30",,"No",,"WSP",,"Consulting Agreement",,,,,"5/1/2024","5/21/2026 2:53 PM",,
"1c86c37c-4f92-4bf0-a7a9-a627c74b401b","A02180","166","5/28/2024","5/28/2024",,"5/24/2024","5/14/2024","2/21/2024","123,700",,"SE","139,779.45",,,,"Yes",,,,,,,,"30","30","30","15","0","Yes","123,700",,"General","Yuri Andrade","Yuri Andrade","6/1/2024","5/2/2024","4/2/2024","3/3/2024","2/17/2024",,"Concrete Pumping","3514f615-af17-4a86-a00f-68dd4ce22d11","Subcontractors","4700124075","No","Diogo Mello","Diogo Mello",,"Best Commercial","7/1/2024","6/1/2024","5/2/2024","4/2/2024","3/3/2024","2/17/2024","30",,"No",,"Amherst",,"Construction Subcontract",,,,,"7/1/2024","5/21/2026 2:53 PM",,
